NACA 24114
 1.0000076     0.0036499
 0.9950495     0.0044295
 0.9865887     0.0057657
 0.9768525     0.0073048
 0.9659282     0.0090339
 0.9540377     0.0109183
 0.9414583     0.0129148
 0.9284380     0.0149843
 0.9151561     0.0170985
 0.9017263     0.0192394
 0.8882155     0.0213961
 0.8746613     0.0235625
 0.8610848     0.0257350
 0.8474973     0.0279112
 0.8339053     0.0300898
 0.8203126     0.0322697
 0.8067213     0.0344498
 0.7931329     0.0366292
 0.7795484     0.0388072
 0.7659685     0.0409827
 0.7523939     0.0431546
 0.7388254     0.0453221
 0.7252633     0.0474839
 0.7117083     0.0496388
 0.6981609     0.0517856
 0.6846217     0.0539228
 0.6710912     0.0560491
 0.6575699     0.0581629
 0.6440584     0.0602627
 0.6305573     0.0623468
 0.6170671     0.0644134
 0.6035884     0.0664607
 0.5901219     0.0684868
 0.5766681     0.0704897
 0.5632276     0.0724674
 0.5498012     0.0744176
 0.5363895     0.0763382
 0.5229932     0.0782268
 0.5096131     0.0800810
 0.4962499     0.0818983
 0.4829045     0.0836760
 0.4695778     0.0854115
 0.4562708     0.0871020
 0.4429846     0.0887446
 0.4297202     0.0903362
 0.4164793     0.0918736
 0.4032634     0.0933536
 0.3900744     0.0947727
 0.3769149     0.0961273
 0.3637895     0.0974135
 0.3507038     0.0986270
 0.3376637     0.0997636
 0.3246829     0.1008186
 0.3117940     0.1017845
 0.2990290     0.1026456
 0.2864001     0.1033847
 0.2739093     0.1039857
 0.2615577     0.1044328
 0.2493465     0.1047091
 0.2372760     0.1047944
 0.2253469     0.1046583
 0.2135609     0.1042542
 0.2019210     0.1037131
 0.1904311     0.1029135
 0.1790971     0.1018749
 0.1679266     0.1005482
 0.1569299     0.0989015
 0.1461202     0.0970178
 0.1355146     0.0950223
 0.1251349     0.0926921
 0.1150087     0.0899996
 0.1051708     0.0869502
 0.0956634     0.0837758
 0.0865365     0.0805824
 0.0778447     0.0771192
 0.0696452     0.0734604
 0.0619897     0.0696926
 0.0549185     0.0659014
 0.0484534     0.0621566
 0.0425945     0.0585092
 0.0373225     0.0549882
 0.0326019     0.0516234
 0.0283878     0.0483963
 0.0246300     0.0453147
 0.0212795     0.0423737
 0.0182911     0.0395663
 0.0156232     0.0368866
 0.0132406     0.0343236
 0.0111104     0.0318658
 0.0092057     0.0295015
 0.0075077     0.0272177
 0.0059991     0.0250032
 0.0046663     0.0228486
 0.0034989     0.0207337
 0.0024852     0.0186655
 0.0016165     0.0166218
 0.0008935     0.0146209
 0.0003186     0.0131508
-0.0001109     0.0109176
-0.0003988     0.0091017
-0.0005509     0.0077341
-0.0005695     0.0057607
-0.0004505     0.0040762
-0.0001833     0.0023528
 0.0002484     0.0008322
 0.0008537    -0.0011609
 0.0016358    -0.0027854
 0.0025971    -0.0043334
 0.0037392    -0.0058425
 0.0050611    -0.0072815
 0.0065602    -0.0086510
 0.0082393    -0.0099494
 0.0101025    -0.0111774
 0.0121565    -0.0123377
 0.0144178    -0.0134324
 0.0169052    -0.0144683
 0.0196441    -0.0154506
 0.0226692    -0.0163839
 0.0260215    -0.0172752
 0.0297551    -0.0181256
 0.0339343    -0.0189392
 0.0386403    -0.0197125
 0.0439732    -0.0204451
 0.0500461    -0.0211341
 0.0569714    -0.0217797
 0.0648532    -0.0223883
 0.0737657    -0.0229814
 0.0837217    -0.0235948
 0.0946541    -0.0242549
 0.1064256    -0.0247561
 0.1188592    -0.0253124
 0.1317769    -0.0259986
 0.1450244    -0.0267862
 0.1584794    -0.0275051
 0.1720512    -0.0283156
 0.1856810    -0.0292152
 0.1993283    -0.0301707
 0.2129615    -0.0311850
 0.2265565    -0.0321679
 0.2400967    -0.0331805
 0.2535717    -0.0341905
 0.2669746    -0.0351795
 0.2803032    -0.0361326
 0.2935582    -0.0370366
 0.3067428    -0.0378791
 0.3198725    -0.0386481
 0.3329813    -0.0393360
 0.3460981    -0.0399459
 0.3592314    -0.0404815
 0.3723824    -0.0409452
 0.3855531    -0.0413396
 0.3987440    -0.0416667
 0.4119543    -0.0419285
 0.4251827    -0.0421270
 0.4384278    -0.0422638
 0.4516885    -0.0423404
 0.4649633    -0.0423583
 0.4782510    -0.0423187
 0.4915502    -0.0422230
 0.5048599    -0.0420721
 0.5181787    -0.0418671
 0.5315057    -0.0416088
 0.5448398    -0.0412980
 0.5581800    -0.0409353
 0.5715252    -0.0405214
 0.5848747    -0.0400568
 0.5982273    -0.0395417
 0.6115824    -0.0389767
 0.6249390    -0.0383619
 0.6382962    -0.0376974
 0.6516534    -0.0369835
 0.6650096    -0.0362201
 0.6783641    -0.0354071
 0.6917161    -0.0345445
 0.7050649    -0.0336322
 0.7184097    -0.0326698
 0.7317498    -0.0316570
 0.7450844    -0.0305936
 0.7584128    -0.0294791
 0.7717342    -0.0283130
 0.7850478    -0.0270949
 0.7983527    -0.0258241
 0.8116479    -0.0245001
 0.8249321    -0.0231222
 0.8382038    -0.0216899
 0.8514603    -0.0202026
 0.8646977    -0.0186598
 0.8779093    -0.0170616
 0.8910834    -0.0154085
 0.9041997    -0.0137026
 0.9172224    -0.0119483
 0.9300893    -0.0101543
 0.9426973    -0.0083368
 0.9548867    -0.0065221
 0.9664385    -0.0047491
 0.9771052    -0.0030650
 0.9866800    -0.0015142
 0.9950667    -0.0001247
 1.0000119     0.0007111
